//X,Y,Z,Scalar field
473882.31999969,5370965.51000977,85.80000305,1.000000
473884.61000061,5370964.65002441,93.22000122,1.000000
473882.98999786,5370965.08001709,86.58999634,1.000000
473883.91999817,5370964.59002686,88.41999817,1.000000
473880.91000366,5370964.32000732,86.95999908,1.000000
473880.50000000,5370964.65997314,87.12999725,1.000000
473880.91999817,5370964.76000977,90.61000061,1.000000
473880.18000031,5370964.96997070,87.61000061,1.000000
473879.54000092,5370965.14001465,85.02999878,1.000000
473882.20999908,5370964.64001465,97.66999817,1.000000
473880.55999756,5370965.09002686,91.01000214,1.000000
473879.80999756,5370965.28997803,87.97000122,1.000000
473879.01000214,5370965.51000977,84.70999908,1.000000
473881.62000275,5370965.02001953,97.11000061,1.000000
473880.20999908,5370965.40002441,91.37999725,1.000000
473879.36000061,5370965.63000488,87.98000336,1.000000
473881.34999847,5370965.30999756,97.76000214,1.000000
473880.81999969,5370965.66998291,97.43000031,1.000000
473879.30000305,5370966.09002686,91.30999756,1.000000
473877.62000275,5370966.55999756,84.55000305,1.000000
473881.02999878,5370965.83001709,100.01000214,1.000000
473877.22000122,5370966.89001465,84.73000336,1.000000
473880.52999878,5370965.72998047,99.98999786,1.000000
473878.65000153,5370966.25000000,92.48999786,1.000000
473880.47000122,5370965.51000977,97.86000061,1.000000
473877.08999634,5370966.45001221,84.27999878,1.000000
473880.77999878,5370965.17999268,97.12999725,1.000000
473881.37000275,5370964.78002930,97.56999969,1.000000
473881.73999786,5370964.44000244,97.15000153,1.000000
473880.22000122,5370964.84997559,90.98000336,1.000000
473878.65000153,5370965.28002930,84.63999939,1.000000
473880.87000275,5370964.42999268,91.63999939,1.000000
473879.48000336,5370964.80999756,86.01000214,1.000000
473880.26000214,5370964.34997559,87.19999695,1.000000
473645.85000610,5370964.73999023,43.86000061,1.000000
473645.96000671,5370965.16998291,43.72999954,1.000000
473646.52999878,5370964.80999756,43.84000015,1.000000
473647.10000610,5370964.46997070,43.90999985,1.000000
473650.75999451,5370964.73999023,43.75999832,1.000000
473650.25999451,5370965.03997803,43.79999924,1.000000
473649.74000549,5370965.35998535,43.75999832,1.000000
473649.25999451,5370965.63000488,44.00999832,1.000000
473648.72000122,5370965.97998047,43.74000168,1.000000
473648.22000122,5370966.28002930,43.81999969,1.000000
473647.75999451,5370966.52001953,44.20000076,1.000000
473647.32000732,5370967.10998535,41.04000092,2.000000
473647.33000183,5370966.71997070,44.75000000,1.000000
473646.82000732,5370967.41998291,41.02999878,1.000000
473646.35000610,5370967.66998291,41.36000061,1.000000
473645.96000671,5370968.45001221,40.84000015,2.000000
473646.52999878,5370968.09002686,40.99000168,1.000000
473647.08000183,5370967.77001953,40.93999863,2.000000
473647.63999939,5370967.41998291,41.04000092,2.000000
473648.63999939,5370966.46997070,44.40999985,1.000000
473648.17999268,5370967.09002686,41.04999924,2.000000
473649.08999634,5370966.26000977,43.75000000,1.000000
473649.69000244,5370965.85998535,44.13999939,1.000000
473650.19000244,5370965.59002686,43.81999969,1.000000
473650.74000549,5370965.27001953,43.77000046,1.000000
473651.28999329,5370964.92999268,43.84999847,1.000000
473655.47999573,5370964.47998047,47.34000015,1.000000
473654.97999573,5370964.78002930,47.38999939,1.000000
473654.44999695,5370965.13000488,47.09999847,1.000000
473653.94000244,5370965.45001221,47.02000046,1.000000
473653.39999390,5370965.80999756,46.70000076,1.000000
473652.88999939,5370966.13000488,46.59999847,1.000000
473652.33999634,5370966.50000000,46.24000168,1.000000
473651.83000183,5370966.83001709,46.11999893,1.000000
473651.38000488,5370967.45001221,42.75999832,1.000000
473650.88999939,5370967.76000977,42.70999908,1.000000
473650.39999390,5370968.03997803,42.83000183,1.000000
473649.82000732,5370968.45001221,42.24000168,1.000000
473649.19000244,5370968.95001221,41.20000076,1.000000
473648.66999817,5370969.28002930,41.04999924,2.000000
473648.19000244,5370969.54998779,41.18999863,1.000000
473647.66000366,5370969.89001465,41.04999924,1.000000
473647.16000366,5370970.19000244,41.08000183,1.000000
473646.64999390,5370970.51000977,40.95999908,1.000000
473646.30000305,5370971.21002197,40.88000107,2.000000
473646.86999512,5370970.84997559,40.99000168,1.000000
473647.41999817,5370970.53002930,40.97000122,2.000000
473647.99000549,5370970.17999268,41.02999878,2.000000
473648.53999329,5370969.84997559,41.04000092,2.000000
473649.11000061,5370969.48999023,41.16999817,1.000000
473649.66000366,5370969.16998291,41.13000107,2.000000
473650.30000305,5370968.71002197,41.77000046,1.000000
473650.94000244,5370968.25000000,42.50000000,1.000000
473651.97999573,5370967.25000000,46.06999969,1.000000
473651.50999451,5370967.90002441,42.58000183,1.000000
473652.55000305,5370966.88000488,46.31000137,1.000000
473653.13000488,5370966.50000000,46.59999847,1.000000
473653.69999695,5370966.14001465,46.75000000,1.000000
473654.27000427,5370965.76000977,47.04999924,1.000000
473654.83000183,5370965.41998291,47.16999817,1.000000
473655.39999390,5370965.03997803,47.43999863,1.000000
473655.92999268,5370964.72998047,47.41999817,1.000000
473656.46000671,5370964.40997314,47.40000153,1.000000
473661.19000244,5370964.44000244,42.68999863,2.000000
473660.71000671,5370964.72998047,42.77000046,1.000000
473660.63999939,5370964.40997314,46.20000076,1.000000
473660.16999817,5370964.66998291,46.40999985,1.000000
473659.71000671,5370964.92999268,46.61000061,1.000000
473659.25000000,5370965.17999268,46.88999939,1.000000
473658.75000000,5370965.47998047,46.90999985,1.000000
473658.30999756,5370965.71002197,47.25999832,1.000000
473657.80999756,5370966.01000977,47.34000015,1.000000
473657.33999634,5370966.27001953,47.54999924,1.000000
473656.91999817,5370966.46997070,48.06999969,1.000000
473656.41000366,5370966.78002930,48.06000137,1.000000
473655.86000061,5370967.16998291,47.59000015,1.000000
473655.35000610,5370967.48999023,47.45999908,1.000000
473654.82000732,5370967.84002686,47.15999985,1.000000
473654.30999756,5370968.17999268,46.97000122,1.000000
473653.77999878,5370968.51000977,46.77000046,1.000000
473653.27000427,5370968.84002686,46.61000061,1.000000
473652.75999451,5370969.16998291,46.40999985,1.000000
473652.22999573,5370969.52001953,46.15000153,1.000000
473651.58000183,5370970.42999268,41.31000137,2.000000
473651.08000183,5370970.73999023,41.24000168,1.000000
473650.58999634,5370971.03002930,41.27000046,1.000000
473650.08000183,5370971.35998535,41.15000153,2.000000
473649.58000183,5370971.65002441,41.18999863,1.000000
473649.08000183,5370971.96997070,41.09000015,2.000000
473648.58000183,5370972.28002930,41.09000015,1.000000
473648.07000732,5370972.59002686,41.02999878,2.000000
473647.55999756,5370972.90002441,41.00999832,2.000000
473647.03999329,5370973.21997070,40.95000076,2.000000
473646.55000305,5370973.52001953,41.00000000,1.000000
473646.69999695,5370973.91998291,40.90999985,2.000000
473647.27000427,5370973.55999756,41.06000137,1.000000
473647.80999756,5370973.25000000,40.95999908,2.000000
473648.38000488,5370972.89001465,41.09000015,1.000000
473648.92999268,5370972.55999756,41.04999924,2.000000
473649.50000000,5370972.21002197,41.16999817,1.000000
473650.03999329,5370971.88000488,41.13999939,2.000000
473650.61000061,5370971.53002930,41.22000122,1.000000
473651.14999390,5370971.21002197,41.18999863,2.000000
473652.36999512,5370969.95001221,46.15999985,1.000000
473651.71000671,5370970.86999512,41.27000046,2.000000
473652.94000244,5370969.59002686,46.33000183,1.000000
473653.52000427,5370969.21002197,46.63999939,1.000000
473654.05999756,5370968.86999512,46.72000122,1.000000
473654.66000366,5370968.46997070,47.08000183,1.000000
473655.19999695,5370968.14001465,47.15000153,1.000000
473655.77000427,5370967.76000977,47.45000076,1.000000
473656.30999756,5370967.42999268,47.52999878,1.000000
473656.86000061,5370967.08001709,47.70000076,1.000000
473657.36999512,5370966.78997803,47.50999832,1.000000
473657.89999390,5370966.47998047,47.45000076,1.000000
473658.38999939,5370966.21997070,47.18000031,1.000000
473658.89999390,5370965.92999268,46.97999954,1.000000
473659.41000366,5370965.64001465,46.83000183,1.000000
473659.91000366,5370965.35998535,46.63999939,1.000000
473660.41000366,5370965.09002686,46.36000061,1.000000
473660.92999268,5370964.78997803,46.22999954,1.000000
473661.00999451,5370965.11999512,42.65000153,2.000000
473661.55000305,5370964.78997803,42.72999954,1.000000
473662.07000732,5370964.47998047,42.65000153,2.000000
473665.99000549,5370964.47998047,42.59000015,1.000000
473665.47999573,5370964.78997803,42.56999969,1.000000
473664.99000549,5370965.09002686,42.61999893,1.000000
473664.50000000,5370965.39001465,42.58000183,1.000000
473664.00999451,5370965.67999268,42.65999985,1.000000
473663.52000427,5370965.97998047,42.61000061,2.000000
473663.03999329,5370966.27001953,42.65999985,1.000000
473662.55000305,5370966.57000732,42.61000061,2.000000
473662.07000732,5370966.84997559,42.68000031,1.000000
473661.58999634,5370967.15002441,42.61999893,2.000000
473661.11000061,5370967.44000244,42.66999817,2.000000
473661.05000305,5370967.10998535,46.11999893,1.000000
473660.61000061,5370967.35998535,46.36999893,1.000000
473660.13999939,5370967.61999512,46.54000092,1.000000
473659.67999268,5370967.86999512,46.75999832,1.000000
473659.21000671,5370968.15002441,46.93000031,1.000000
473658.72999573,5370968.41998291,47.11000061,1.000000
473658.21000671,5370968.76000977,46.88999939,1.000000
473657.69000244,5370969.07000732,46.84999847,1.000000
473657.16999817,5370969.40997314,46.72000122,1.000000
473656.66000366,5370969.71997070,46.66999817,1.000000
473656.11999512,5370970.08001709,46.45999908,1.000000
473655.60000610,5370970.39001465,46.47000122,1.000000
473655.07000732,5370970.72998047,46.27999878,1.000000
473654.55000305,5370971.04998779,46.20999908,1.000000
473654.02999878,5370971.38000488,46.08000183,1.000000
473653.38999939,5370972.28002930,41.31999969,2.000000
473652.88000488,5370972.58001709,41.40000153,1.000000
473652.36000061,5370972.90002441,41.33000183,2.000000
473651.86000061,5370973.20001221,41.34000015,1.000000
473651.33000183,5370973.53997803,41.22999954,2.000000
473650.83999634,5370973.83001709,41.29000092,1.000000
473650.32000732,5370974.15997314,41.18000031,1.000000
473651.02000427,5370974.22998047,41.25000000,1.000000
473651.57000732,5370973.90002441,41.25999832,2.000000
473652.13000488,5370973.54998779,41.34000015,2.000000
473652.66999817,5370973.22998047,41.31000137,2.000000
473653.22999573,5370972.89001465,41.38000107,1.000000
473653.77000427,5370972.55999756,41.36000061,2.000000
473654.94999695,5370971.34002686,46.18000031,1.000000
473654.32000732,5370972.21997070,41.43999863,1.000000
473655.47999573,5370971.03002930,46.11000061,1.000000
473656.05000305,5370970.65997314,46.36999893,1.000000
473656.57000732,5370970.34997559,46.31999969,1.000000
473657.13999939,5370969.97998047,46.58000183,1.000000
473657.66999817,5370969.65002441,46.63000107,1.000000
473658.21000671,5370969.30999756,46.79999924,1.000000
473658.74000549,5370968.97998047,46.84000015,1.000000
473659.27999878,5370968.64001465,46.99000168,1.000000
473659.77999878,5370968.36999512,46.74000168,1.000000
473660.27999878,5370968.08001709,46.58000183,1.000000
473660.77000427,5370967.80999756,46.33000183,1.000000
473661.27999878,5370967.53002930,46.15000153,1.000000
473660.85000610,5370968.15002441,42.75999832,1.000000
473661.36000061,5370967.84997559,42.65999985,2.000000
473661.88999939,5370967.52001953,42.72999954,1.000000
473662.41000366,5370967.21997070,42.61999893,2.000000
473662.94000244,5370966.90002441,42.65000153,1.000000
473663.46000671,5370966.59002686,42.63000107,1.000000
473663.99000549,5370966.27001953,42.61999893,1.000000
473664.50000000,5370965.96997070,42.54999924,2.000000
473665.03999329,5370965.64001465,42.61999893,1.000000
473665.55000305,5370965.34002686,42.54000092,1.000000
473666.08000183,5370965.02001953,42.58000183,1.000000
473666.60000610,5370964.71002197,42.50000000,2.000000
473667.13000488,5370964.39001465,42.54000092,1.000000
473670.86999512,5370964.41998291,42.54000092,2.000000
473670.36999512,5370964.71997070,42.56999969,1.000000
473669.86000061,5370965.03997803,42.50000000,2.000000
473669.36000061,5370965.34002686,42.50000000,2.000000
473668.86000061,5370965.65002441,42.47000122,2.000000
473668.36000061,5370965.95001221,42.49000168,1.000000
473667.86000061,5370966.26000977,42.47999954,1.000000
473667.36999512,5370966.54998779,42.52999878,1.000000
473666.86999512,5370966.86999512,42.45000076,2.000000
473666.38000488,5370967.15002441,42.56999969,1.000000
473665.88000488,5370967.46002197,42.52000046,2.000000
473665.39999390,5370967.73999023,42.59999847,1.000000
473664.89999390,5370968.05999756,42.50999832,2.000000
473664.41999817,5370968.34002686,42.59999847,1.000000
473663.91999817,5370968.65002441,42.54999924,2.000000
473663.42999268,5370968.94000244,42.59000015,2.000000
473662.94000244,5370969.23999023,42.56000137,2.000000
473662.46000671,5370969.53002930,42.66999817,1.000000
473661.94999695,5370969.84002686,42.59000015,2.000000
473661.55999756,5370970.00000000,43.38000107,1.000000
473661.25999451,5370970.01000977,44.97999954,1.000000
473660.92999268,5370970.07000732,46.31999969,1.000000
473660.44000244,5370970.36999512,46.31999969,1.000000
473659.91999817,5370970.69000244,46.22999954,1.000000
473659.39999390,5370971.02001953,46.13000107,1.000000
473658.83999634,5370971.82000732,41.77000046,2.000000
473658.35000610,5370972.10998535,41.84999847,1.000000
473657.83000183,5370972.44000244,41.75000000,2.000000
473657.33000183,5370972.73999023,41.77000046,1.000000
473656.80999756,5370973.07000732,41.70000076,1.000000
473656.30000305,5370973.38000488,41.65999985,1.000000
473655.78999329,5370973.71002197,41.56000137,2.000000
473655.27000427,5370974.02001953,41.54000092,1.000000
473655.72000122,5370974.28002930,41.58000183,1.000000
473656.25999451,5370973.95001221,41.56000137,2.000000
473656.80999756,5370973.60998535,41.70000076,1.000000
473657.35000610,5370973.28997803,41.66999817,2.000000
473657.89999390,5370972.95001221,41.75999832,2.000000
473658.42999268,5370972.63000488,41.75999832,2.000000
473658.97999573,5370972.28002930,41.88000107,1.000000
473659.64999390,5370971.76000977,42.95000076,1.000000
473660.50000000,5370970.98999023,45.36999893,1.000000
473661.13999939,5370970.52001953,46.20000076,1.000000
473661.47000122,5370970.48999023,44.59999847,1.000000
473661.83000183,5370970.41998291,43.20000076,1.000000
473662.30000305,5370970.20001221,42.65000153,1.000000
473662.80999756,5370969.90002441,42.52000046,2.000000
473663.36000061,5370969.55999756,42.59999847,1.000000
473663.88000488,5370969.26000977,42.50999832,2.000000
473664.41999817,5370968.91998291,42.59999847,1.000000
473664.94000244,5370968.63000488,42.47000122,2.000000
473665.47000122,5370968.29998779,42.54000092,1.000000
473665.99000549,5370967.97998047,42.52999878,1.000000
473666.50999451,5370967.66998291,42.52000046,1.000000
473667.00999451,5370967.38000488,42.41999817,2.000000
473667.53999329,5370967.04998779,42.50000000,1.000000
473668.05000305,5370966.75000000,42.40999985,2.000000
473668.58000183,5370966.42999268,42.47999954,1.000000
473669.08999634,5370966.11999512,42.43999863,2.000000
473669.61999512,5370965.79998779,42.50999832,1.000000
473670.13000488,5370965.48999023,42.47000122,2.000000
473670.66999817,5370965.15997314,42.56000137,1.000000
473671.19000244,5370964.84997559,42.54000092,2.000000
473671.69999695,5370964.53002930,42.56999969,1.000000
473675.75000000,5370964.38000488,42.79999924,1.000000
473675.25000000,5370964.69000244,42.70999908,2.000000
473674.76000214,5370964.98999023,42.70999908,1.000000
473674.26000214,5370965.29998779,42.63000107,2.000000
473673.77999878,5370965.59002686,42.70000076,1.000000
473673.26999664,5370965.90997314,42.56999969,2.000000
473672.77999878,5370966.21002197,42.56999969,2.000000
473672.27999878,5370966.53002930,42.47000122,2.000000
473671.77999878,5370966.83001709,42.49000168,1.000000
473671.27000427,5370967.15002441,42.38999939,2.000000
473670.78999329,5370967.44000244,42.47000122,1.000000
473670.27999878,5370967.75000000,42.40000153,2.000000
473669.77999878,5370968.05999756,42.38000107,2.000000
473669.27000427,5370968.36999512,42.38000107,1.000000
473668.77999878,5370968.65997314,42.45000076,1.000000
473668.27999878,5370968.96997070,42.40000153,2.000000
473667.77999878,5370969.27001953,42.49000168,1.000000
473667.25999451,5370969.59002686,42.38000107,2.000000
473666.77999878,5370969.86999512,42.52999878,1.000000
473666.27999878,5370970.16998291,42.56000137,1.000000
473665.75999451,5370970.50000000,42.43000031,1.000000
473665.25000000,5370970.82000732,42.34000015,2.000000
473664.75000000,5370971.11999512,42.38999939,1.000000
473664.22999573,5370971.45001221,42.27999878,2.000000
473663.72999573,5370971.75000000,42.29000092,1.000000
473663.22000122,5370972.08001709,42.18999863,2.000000
473662.72000122,5370972.38000488,42.20999908,1.000000
473662.19999695,5370972.71002197,42.09000015,2.000000
473661.69999695,5370973.01000977,42.09999847,1.000000
473661.19000244,5370973.33001709,42.02000046,2.000000
473660.69000244,5370973.63000488,42.08000183,1.000000
473660.16000366,5370973.96997070,41.91999817,2.000000
473659.66999817,5370974.26000977,41.93999863,1.000000
473660.97000122,5370974.02001953,41.97999954,2.000000
473661.50999451,5370973.67999268,42.09999847,1.000000
473662.02999878,5370973.38000488,42.06000137,2.000000
473662.57000732,5370973.03997803,42.15000153,1.000000
473663.10000610,5370972.71997070,42.13000107,2.000000
473663.61999512,5370972.40002441,42.16999817,2.000000
473664.16000366,5370972.07000732,42.20999908,2.000000
473664.69999695,5370971.72998047,42.31999969,1.000000
473665.22000122,5370971.41998291,42.29999924,2.000000
473665.75999451,5370971.09002686,42.34000015,2.000000
473666.28999329,5370970.77001953,42.33000183,2.000000
473666.82000732,5370970.45001221,42.38999939,1.000000
473667.33999634,5370970.13000488,42.36999893,2.000000
473667.88000488,5370969.79998779,42.49000168,1.000000
473668.39999390,5370969.48999023,42.41999817,2.000000
473668.92999268,5370969.16998291,42.43000031,1.000000
473669.42999268,5370968.88000488,42.34000015,2.000000
473669.97000122,5370968.53997803,42.43000031,1.000000
473670.47999573,5370968.23999023,42.38999939,2.000000
473671.00000000,5370967.91998291,42.41999817,2.000000
473671.52000427,5370967.59997559,42.47000122,1.000000
473672.04000092,5370967.28002930,42.50000000,1.000000
473672.55000305,5370966.97998047,42.49000168,1.000000
473673.08000183,5370966.65002441,42.61999893,1.000000
473673.58000183,5370966.34997559,42.54000092,2.000000
473674.09999847,5370966.02001953,42.66999817,1.000000
473674.59999847,5370965.72998047,42.59999847,1.000000
473675.11000061,5370965.41998291,42.68000031,1.000000
473675.62000275,5370965.10998535,42.66999817,2.000000
473676.12999725,5370964.78997803,42.74000168,2.000000
473676.65000153,5370964.44000244,43.02999878,2.000000
473680.12000275,5370964.57000732,43.31999969,1.000000
473679.62000275,5370964.88000488,43.22000122,2.000000
473679.26999664,5370964.46002197,49.15000153,1.000000
473678.62000275,5370965.50000000,43.15999985,2.000000
473678.12999725,5370965.78997803,43.18000031,1.000000
473677.62999725,5370966.11999512,43.00000000,2.000000
473677.09999847,5370966.46002197,42.79999924,1.000000
473676.59999847,5370966.78002930,42.68999863,1.000000
473676.11000061,5370967.08001709,42.70999908,1.000000
473675.59999847,5370967.40002441,42.58000183,2.000000
473675.12000275,5370967.67999268,42.68000031,1.000000
473674.59999847,5370968.02001953,42.50000000,2.000000
473674.12000275,5370968.29998779,42.59999847,1.000000
473673.62000275,5370968.61999512,42.52000046,1.000000
473673.12000275,5370968.91998291,42.52000046,1.000000
473672.62999725,5370969.21997070,42.49000168,2.000000
473672.15000153,5370969.51000977,42.56999969,1.000000
473671.63999939,5370969.83001709,42.47000122,2.000000
473671.16000366,5370970.10998535,42.52999878,1.000000
473670.66999817,5370970.42999268,42.43000031,2.000000
473670.17999268,5370970.71997070,42.50000000,1.000000
473669.66999817,5370971.03997803,42.38999939,2.000000
473669.19000244,5370971.33001709,42.41999817,1.000000
473668.69000244,5370971.64001465,42.36000061,1.000000
473668.21000671,5370971.92999268,42.40999985,1.000000
473667.69000244,5370972.25000000,42.29999924,2.000000
473667.19999695,5370972.54998779,42.31000137,1.000000
473666.69000244,5370972.86999512,42.22999954,2.000000
473666.19000244,5370973.16998291,42.27999878,2.000000
473665.69000244,5370973.47998047,42.22999954,2.000000
473665.19000244,5370973.78997803,42.20999908,2.000000
473664.66999817,5370974.10998535,42.15000153,2.000000
473665.66999817,5370974.05999756,42.20000076,2.000000
473666.19999695,5370973.72998047,42.29000092,1.000000
473666.72999573,5370973.41998291,42.22999954,2.000000
473667.25999451,5370973.08001709,42.31999969,1.000000
473667.77999878,5370972.78002930,42.25000000,2.000000
473668.30999756,5370972.45001221,42.33000183,1.000000
473668.83000183,5370972.14001465,42.29000092,2.000000
473669.35000610,5370971.80999756,42.40000153,1.000000
473669.86999512,5370971.50000000,42.41999817,1.000000
473670.38999939,5370971.17999268,42.47000122,1.000000
473670.89999390,5370970.88000488,42.40000153,2.000000
473671.41999817,5370970.55999756,42.49000168,1.000000
473671.91999817,5370970.26000977,42.47000122,2.000000
473672.43000031,5370969.94000244,42.52999878,1.000000
473672.94000244,5370969.63000488,42.52000046,1.000000
473673.44000244,5370969.33001709,42.52999878,1.000000
473673.94999695,5370969.03002930,42.49000168,2.000000
473674.45999908,5370968.71002197,42.56999969,1.000000
473674.95999908,5370968.40997314,42.54000092,2.000000
473675.48999786,5370968.08001709,42.66999817,1.000000
473675.98999786,5370967.78002930,42.59000015,2.000000
473676.51000214,5370967.46002197,42.70000076,1.000000
473677.01999664,5370967.15997314,42.65000153,2.000000
473677.55000305,5370966.82000732,42.81999969,1.000000
473678.08999634,5370966.46002197,43.04999924,1.000000
473678.62000275,5370966.13000488,43.15999985,1.000000
473679.80999756,5370964.72998047,49.47000122,1.000000
473679.12000275,5370965.84002686,43.06000137,2.000000
473680.18000031,5370965.17999268,43.22999954,2.000000
473684.90000153,5370964.57000732,43.25999832,2.000000
473683.44999695,5370965.44000244,43.33000183,1.000000
473683.25000000,5370964.78002930,50.56000137,1.000000
473682.48000336,5370966.03997803,43.27000046,2.000000
473682.66000366,5370965.26000977,49.49000168,1.000000
473682.00000000,5370966.33001709,43.29000092,1.000000
473682.93000031,5370964.33001709,56.56000137,1.000000
473682.65000153,5370964.78997803,53.88999939,1.000000
473682.48999786,5370964.57000732,56.88999939,1.000000
473681.98999786,5370964.89001465,56.66999817,1.000000
473681.58999634,5370965.54998779,52.88999939,1.000000
473681.15000153,5370966.26000977,48.79000092,1.000000
473680.54000092,5370967.23999023,43.15000153,2.000000
473681.06999969,5370965.89001465,52.65000153,1.000000
473680.50000000,5370966.80999756,47.34000015,1.000000
473680.04000092,5370967.54998779,43.04999924,2.000000
473679.55000305,5370967.84002686,43.13999939,1.000000
473679.01999664,5370968.21002197,42.70000076,2.000000
473678.51999664,5370968.51000977,42.79000092,1.000000
473678.00000000,5370968.84002686,42.65999985,2.000000
473677.51999664,5370969.13000488,42.70000076,1.000000
473677.00000000,5370969.46002197,42.59999847,2.000000
473676.50000000,5370969.76000977,42.63000107,1.000000
473675.98000336,5370970.09002686,42.49000168,2.000000
473675.48000336,5370970.38000488,42.59999847,1.000000
473674.97000122,5370970.70001221,42.56000137,1.000000
473674.47000122,5370971.00000000,42.56000137,1.000000
473673.95999908,5370971.32000732,42.50999832,1.000000
473673.44999695,5370971.63000488,42.52000046,1.000000
473672.93000031,5370971.95001221,42.43999863,2.000000
473672.44000244,5370972.25000000,42.52000046,1.000000
473671.94000244,5370972.55999756,42.50000000,1.000000
473671.44000244,5370972.85998535,42.52999878,1.000000
473670.92999268,5370973.17999268,42.43000031,1.000000
473670.44999695,5370973.46997070,42.49000168,1.000000
473669.94000244,5370973.78997803,42.34999847,2.000000
473669.46000671,5370974.08001709,42.38999939,1.000000
473670.35000610,5370974.15997314,42.31000137,2.000000
473670.86999512,5370973.83001709,42.43999863,1.000000
473671.36999512,5370973.53002930,42.38999939,2.000000
473671.86999512,5370973.21997070,42.49000168,1.000000
473672.37000275,5370972.91998291,42.43999863,2.000000
473672.87999725,5370972.59997559,42.54000092,1.000000
473673.37999725,5370972.32000732,42.40000153,2.000000
473673.91000366,5370971.97998047,42.58000183,1.000000
473674.41000366,5370971.67999268,42.50999832,2.000000
473674.93000031,5370971.35998535,42.58000183,1.000000
473675.44000244,5370971.05999756,42.52999878,2.000000
473675.94999695,5370970.72998047,42.63999939,1.000000
473676.45999908,5370970.44000244,42.54999924,2.000000
473676.97000122,5370970.11999512,42.61000061,2.000000
473677.47000122,5370969.82000732,42.61000061,2.000000
473677.98000336,5370969.51000977,42.63000107,2.000000
473678.47000122,5370969.21997070,42.59999847,2.000000
473678.98999786,5370968.89001465,42.72000122,1.000000
473679.48999786,5370968.59002686,42.72000122,2.000000
473681.08000183,5370966.53997803,52.75999832,1.000000
473680.02999878,5370968.21997070,43.09999847,1.000000
473681.56999969,5370966.25000000,52.70000076,1.000000
473681.05999756,5370967.05999756,48.02999878,1.000000
473682.08999634,5370965.90002441,52.97999954,1.000000
473682.97000122,5370964.96002197,56.70999908,1.000000
473682.62999725,5370965.52001953,53.47999954,1.000000
473683.37999725,5370964.80999756,55.84999847,1.000000
473682.04000092,5370966.98999023,43.20999908,2.000000
473683.80999756,5370964.61999512,55.25999832,1.000000
473683.22000122,5370965.59002686,49.63999939,1.000000
473682.54000092,5370966.70001221,43.20000076,2.000000
473683.79000092,5370965.15002441,50.43999863,1.000000
473683.04000092,5370966.39001465,43.25999832,2.000000
473684.26999664,5370964.88000488,50.31000137,1.000000
473683.52999878,5370966.09002686,43.25000000,1.000000
473685.02999878,5370965.17999268,43.34000015,1.000000
473685.51000214,5370964.89001465,43.31000137,2.000000
473686.01999664,5370964.55999756,43.47000122,2.000000
473689.37000275,5370964.59002686,45.13999939,2.000000
473688.86000061,5370964.92999268,44.90000153,2.000000
473687.81999969,5370965.63000488,44.31000137,2.000000
473687.31999969,5370965.95001221,44.15000153,1.000000
473687.66999817,5370964.32000732,57.22000122,1.000000
473687.25000000,5370965.03002930,53.04000092,1.000000
473686.27999878,5370966.65997314,43.50000000,2.000000
473686.81999969,5370965.23999023,53.49000168,1.000000
473685.79000092,5370966.96002197,43.45000076,1.000000
473686.77999878,5370964.79998779,57.81000137,1.000000
473686.38999939,5370965.45001221,54.04999924,1.000000
473685.29000092,5370967.27001953,43.38999939,1.000000
473686.26000214,5370965.15002441,57.45999908,1.000000
473684.79000092,5370967.59002686,43.29000092,1.000000
473685.80999756,5370965.40002441,57.68999863,1.000000
473684.93000031,5370966.84997559,49.27000046,1.000000
473684.30000305,5370967.90002441,43.16999817,2.000000
473685.33999634,5370965.67999268,57.81999969,1.000000
473683.80999756,5370968.17999268,43.29000092,1.000000
473684.94999695,5370965.82000732,58.70999908,1.000000
473683.31999969,5370968.48999023,43.22000122,1.000000
473684.41999817,5370966.21002197,58.13000107,1.000000
473683.91999817,5370966.53002930,58.00000000,1.000000
473683.30000305,5370967.03997803,56.74000168,1.000000
473682.90000153,5370967.69000244,52.99000168,1.000000
473681.84999847,5370969.39001465,43.18000031,1.000000
473682.40000153,5370968.03002930,52.72999954,1.000000
473681.34999847,5370969.71002197,43.04999924,1.000000
473681.91999817,5370968.29998779,52.84000015,1.000000
473680.86000061,5370970.01000977,43.04000092,1.000000
473681.40000153,5370968.65002441,52.54000092,1.000000
473680.33000183,5370970.36999512,42.70999908,1.000000
473679.86000061,5370970.65002441,42.77000046,1.000000
473679.36000061,5370970.96997070,42.66999817,2.000000
473678.87999725,5370971.26000977,42.68999863,1.000000
473678.37999725,5370971.57000732,42.63000107,2.000000
473677.87999725,5370971.88000488,42.61999893,1.000000
473677.40000153,5370972.16998291,42.61999893,1.000000
473676.90000153,5370972.47998047,42.61000061,1.000000
473676.38999939,5370972.79998779,42.52000046,2.000000
473675.91000366,5370973.09002686,42.58000183,1.000000
473675.38999939,5370973.41998291,42.47000122,2.000000
473674.88999939,5370973.71997070,42.52000046,1.000000
473674.37999725,5370974.03002930,42.47999954,2.000000
473675.41999817,5370974.01000977,42.50999832,1.000000
473675.93000031,5370973.70001221,42.47999954,2.000000
473676.44999695,5370973.38000488,42.58000183,1.000000
473676.95999908,5370973.07000732,42.56999969,2.000000
473677.47000122,5370972.76000977,42.61999893,1.000000
