//X,Y,Z,Scalar field
472521.97998047,5370032.11000061,56.79999924,1.000000
472521.48999023,5370032.41999817,56.72999954,1.000000
472521.01000977,5370032.70000076,56.83000183,1.000000
472520.51000977,5370033.00999832,56.75000000,2.000000
472520.03002930,5370033.29000092,56.84999847,1.000000
472519.52001953,5370033.61000061,56.77000046,2.000000
472519.04003906,5370033.88999939,56.84000015,1.000000
472518.52001953,5370034.22000122,56.72999954,2.000000
472518.05004883,5370034.49000168,56.90999985,1.000000
472517.55004883,5370034.79999924,56.84999847,1.000000
472517.85998535,5370035.00999832,56.77999878,2.000000
472518.43005371,5370034.65999985,56.86000061,1.000000
472518.94995117,5370034.36000061,56.72999954,2.000000
472519.51000977,5370034.02000046,56.77000046,2.000000
472520.05004883,5370033.68999863,56.77999878,2.000000
472520.57995605,5370033.36999893,56.79000092,1.000000
472521.10998535,5370033.06000137,56.68999863,2.000000
472521.65002441,5370032.72000122,56.77000046,1.000000
472522.16003418,5370032.43000031,56.65000153,2.000000
472522.68994141,5370032.09999847,56.72000122,1.000000
472523.19995117,5370031.80999947,56.59999847,2.000000
472523.73999023,5370031.46999931,56.72999954,1.000000
472524.25000000,5370031.17000008,56.63999939,2.000000
472524.76000977,5370030.86000061,56.63999939,1.000000
472525.28002930,5370030.55999947,56.54999924,2.000000
472525.81005859,5370030.21999931,56.65000153,1.000000
472526.71997070,5370031.19000053,59.91999817,1.000000
472526.18994141,5370031.53000069,59.68999863,1.000000
472525.76000977,5370031.76000023,60.06000137,1.000000
472525.25000000,5370032.09000015,59.88000107,1.000000
472524.52001953,5370032.70999908,58.15999985,1.000000
472523.83996582,5370033.25999832,56.83000183,1.000000
472523.34997559,5370033.56999969,56.79000092,1.000000
472522.85998535,5370033.86000061,56.84999847,1.000000
472522.36999512,5370034.15000153,56.84999847,1.000000
472521.89001465,5370034.45000076,56.86999893,1.000000
472521.39001465,5370034.75000000,56.88000107,1.000000
472520.90002441,5370035.04000092,56.91999817,1.000000
472520.41003418,5370035.34000015,56.86999893,2.000000
472519.93005371,5370035.63000107,56.95000076,1.000000
472519.43994141,5370035.93000031,56.90999985,1.000000
472518.93994141,5370036.22999954,56.95000076,1.000000
472519.30004883,5370036.38999939,56.93999863,1.000000
472519.82995605,5370036.06999969,56.88000107,2.000000
472520.36999512,5370035.75000000,56.86000061,2.000000
472520.92004395,5370035.41999817,56.86999893,2.000000
472521.47998047,5370035.06999969,56.95000076,1.000000
472522.00000000,5370034.77000046,56.79999924,2.000000
472522.56005859,5370034.41999817,56.88999939,1.000000
472523.07995605,5370034.13000107,56.72999954,2.000000
472523.63000488,5370033.79000092,56.81999969,1.000000
472524.16003418,5370033.47999954,56.70000076,2.000000
472524.89001465,5370032.90000153,58.02999878,1.000000
472525.67004395,5370032.24000168,59.84000015,1.000000
472526.23999023,5370031.86000061,60.15000153,1.000000
472526.67004395,5370031.67000008,59.43999863,1.000000
472527.25000000,5370031.29000092,59.75000000,1.000000
472528.23999023,5370032.52999878,60.02000046,1.000000
472527.70996094,5370032.86999893,59.86000061,1.000000
472527.18994141,5370033.20000076,59.68999863,1.000000
472526.65002441,5370033.56000137,59.40000153,1.000000
472526.06994629,5370033.97999954,58.79999924,1.000000
472525.44995117,5370034.43999863,57.95999908,1.000000
472524.80004883,5370034.95000076,56.88999939,1.000000
472524.30004883,5370035.25000000,56.88999939,1.000000
472523.81005859,5370035.54999924,56.91999817,1.000000
472523.30004883,5370035.86000061,56.86000061,2.000000
472522.82995605,5370036.13999939,57.02000046,1.000000
472522.32995605,5370036.43999863,56.97000122,2.000000
472521.82995605,5370036.75000000,56.97000122,2.000000
472521.33996582,5370037.04000092,57.00000000,2.000000
472520.84997559,5370037.33000183,57.04000092,1.000000
472520.33996582,5370037.65999985,56.88999939,2.000000
472520.32995605,5370038.06999969,56.93999863,2.000000
472520.86999512,5370037.74000168,56.93999863,2.000000
472521.42004395,5370037.40999985,56.99000168,2.000000
472521.94995117,5370037.09000015,56.95000076,2.000000
472522.48999023,5370036.75999832,56.97999954,2.000000
472523.00000000,5370036.45999908,56.84999847,2.000000
472523.54003906,5370036.13000107,56.93999863,1.000000
472524.06994629,5370035.81999969,56.86000061,2.000000
472524.60998535,5370035.49000168,56.90999985,1.000000
472525.11999512,5370035.18999863,56.84000015,2.000000
472525.67004395,5370034.84999847,56.91999817,1.000000
472526.48999023,5370034.13000107,59.02999878,1.000000
472527.09997559,5370033.68999863,59.68999863,1.000000
472527.65002441,5370033.34999847,59.83000183,1.000000
472528.19995117,5370032.97999954,60.06999969,1.000000
472528.67004395,5370032.75000000,59.65000153,1.000000
472529.67004395,5370034.27999878,56.70000076,2.000000
472529.31005859,5370034.38000107,57.83000183,1.000000
472528.96997070,5370034.45999908,58.99000168,1.000000
472528.43994141,5370034.81000137,58.72999954,1.000000
472527.89001465,5370035.18000031,58.38000107,1.000000
472527.18994141,5370035.77999878,56.83000183,2.000000
472526.69995117,5370036.06999969,56.86999893,1.000000
472526.19995117,5370036.36999893,56.84000015,2.000000
472525.72998047,5370036.65000153,56.97000122,1.000000
472525.22998047,5370036.95999908,56.90000153,2.000000
472524.75000000,5370037.22999954,57.02000046,1.000000
472524.26000977,5370037.54000092,56.95999908,2.000000
472523.78002930,5370037.81999969,57.06000137,1.000000
472523.28002930,5370038.13000107,56.99000168,2.000000
472522.80004883,5370038.41999817,57.06000137,1.000000
472522.29003906,5370038.72999954,56.99000168,2.000000
472521.81005859,5370039.00999832,57.09999847,1.000000
472521.31994629,5370039.31999969,57.04999924,2.000000
472521.82995605,5370039.40000153,57.00000000,2.000000
472522.36999512,5370039.06000137,57.13000107,1.000000
472522.89001465,5370038.75999832,57.00999832,2.000000
472523.43005371,5370038.43000031,57.04999924,1.000000
472523.94995117,5370038.11999893,57.00000000,2.000000
472524.48999023,5370037.79999924,57.00000000,1.000000
472525.00000000,5370037.50000000,56.90999985,2.000000
472525.55004883,5370037.15999985,56.97999954,1.000000
472526.07995605,5370036.84999847,56.86999893,2.000000
472526.60998535,5370036.52999878,56.86999893,2.000000
472527.14001465,5370036.20999908,56.83000183,2.000000
472527.68005371,5370035.88999939,56.84999847,2.000000
472528.34997559,5370035.38999939,57.79999924,1.000000
472528.94995117,5370034.97999954,58.24000168,1.000000
472529.38000488,5370034.79999924,57.43000031,1.000000
472529.81005859,5370034.61999893,56.68000031,2.000000
472531.11999512,5370035.63999939,56.75000000,2.000000
472530.64001465,5370035.91999817,56.86000061,1.000000
472530.14001465,5370036.24000168,56.72999954,2.000000
472529.67004395,5370036.50999832,56.90000153,1.000000
472529.16003418,5370036.83000183,56.81000137,2.000000
472528.68994141,5370037.09999847,56.90999985,1.000000
472528.18005371,5370037.41999817,56.84000015,2.000000
472527.68994141,5370037.70999908,56.88000107,2.000000
472527.19995117,5370038.00999832,56.88000107,2.000000
472526.71997070,5370038.29999924,56.95999908,1.000000
472526.21997070,5370038.59000015,56.97999954,2.000000
472525.73999023,5370038.88999939,56.99000168,2.000000
472525.23999023,5370039.18999863,57.00000000,2.000000
472524.76000977,5370039.47000122,57.11000061,1.000000
472524.26000977,5370039.77999878,57.06000137,2.000000
472523.77001953,5370040.06999969,57.13000107,1.000000
472523.28002930,5370040.36999893,57.11999893,2.000000
472522.78002930,5370040.65999985,57.18000031,1.000000
472522.85998535,5370041.02999878,57.13000107,2.000000
472523.41003418,5370040.68999863,57.16999817,1.000000
472523.93005371,5370040.40000153,57.02000046,2.000000
472524.48999023,5370040.04999924,57.11999893,1.000000
472525.02001953,5370039.74000168,57.02999878,2.000000
472525.55004883,5370039.41999817,57.02000046,2.000000
472526.08996582,5370039.09999847,57.00000000,2.000000
472526.63000488,5370038.77000046,57.00999832,1.000000
472527.15002441,5370038.47000122,56.93999863,2.000000
472527.68994141,5370038.13999939,56.97999954,1.000000
472528.19995117,5370037.83000183,56.90999985,1.000000
472528.72998047,5370037.50999832,56.90999985,1.000000
472529.25000000,5370037.20999908,56.81000137,2.000000
472529.77001953,5370036.88999939,56.86000061,1.000000
472530.29003906,5370036.59000015,56.77999878,2.000000
472530.82995605,5370036.25000000,56.86999893,1.000000
472531.33996582,5370035.95000076,56.79000092,2.000000
472532.10998535,5370037.36999893,56.88000107,1.000000
472531.61999512,5370037.65999985,56.93000031,1.000000
472531.11999512,5370037.95999908,56.90999985,2.000000
472530.64001465,5370038.25000000,56.97999954,1.000000
472530.14001465,5370038.56000137,56.90999985,2.000000
472529.66003418,5370038.84000015,57.02999878,1.000000
472529.15002441,5370039.15000153,56.93999863,2.000000
472528.66003418,5370039.43999863,57.02999878,1.000000
472528.16003418,5370039.75000000,57.00000000,1.000000
472527.68005371,5370040.04000092,57.06000137,1.000000
472527.18005371,5370040.34999847,57.02000046,2.000000
472526.68994141,5370040.63999939,57.06000137,1.000000
472526.18994141,5370040.95000076,57.00000000,2.000000
472525.70996094,5370041.22000122,57.11999893,1.000000
472525.20996094,5370041.52999878,57.06999969,2.000000
472524.75000000,5370041.79999924,57.18999863,1.000000
472524.25000000,5370042.11000061,57.13000107,2.000000
472524.32995605,5370042.43999863,57.33000183,1.000000
472524.83996582,5370042.15999985,57.11999893,2.000000
472525.38000488,5370041.83000183,57.13999939,1.000000
472525.91003418,5370041.52000046,57.04999924,2.000000
472526.44995117,5370041.18999863,57.04999924,2.000000
472526.98999023,5370040.86999893,57.02000046,2.000000
472527.54003906,5370040.52999878,57.09999847,1.000000
472528.06005859,5370040.22999954,56.95000076,2.000000
472528.60998535,5370039.90000153,57.00999832,1.000000
472529.14001465,5370039.59000015,56.91999817,2.000000
472529.68005371,5370039.25000000,56.99000168,1.000000
472530.19995117,5370038.95000076,56.88999939,2.000000
472530.73999023,5370038.61999893,56.97000122,1.000000
472531.25000000,5370038.31999969,56.88000107,2.000000
472531.79003906,5370037.99000168,56.93999863,1.000000
472532.30004883,5370037.68999863,56.84000015,2.000000
472533.59997559,5370038.70000076,57.04999924,1.000000
472533.08996582,5370039.02999878,56.91999817,2.000000
472532.60998535,5370039.31000137,57.00999832,1.000000
472532.13000488,5370039.59999847,57.02000046,1.000000
472531.63000488,5370039.90000153,57.02999878,2.000000
472531.13000488,5370040.20999908,57.02999878,2.000000
472530.64001465,5370040.49000168,57.09999847,1.000000
472530.13000488,5370040.81000137,57.06000137,1.000000
472529.64001465,5370041.11000061,57.09000015,1.000000
472529.13000488,5370041.41999817,57.02000046,1.000000
472528.65002441,5370041.70000076,57.11999893,1.000000
472528.14001465,5370042.02000046,57.02000046,2.000000
472527.65002441,5370042.31000137,57.11999893,1.000000
472527.15002441,5370042.61000061,57.11999893,2.000000
472526.68005371,5370042.88999939,57.22999954,1.000000
472526.17004395,5370043.18999863,57.20999908,2.000000
472525.71997070,5370043.45000076,57.43999863,1.000000
472525.21997070,5370043.75999832,57.36000061,2.000000
472525.46997070,5370043.97999954,57.43999863,2.000000
472525.98999023,5370043.68000031,57.33000183,2.000000
472526.52001953,5370043.36000061,57.33000183,1.000000
472527.03002930,5370043.08000183,57.13000107,2.000000
472527.57995605,5370042.74000168,57.20000076,1.000000
472528.07995605,5370042.45000076,57.00000000,2.000000
472528.63000488,5370042.11000061,57.11999893,1.000000
472529.14001465,5370041.81999969,56.97000122,2.000000
472529.68994141,5370041.47999954,57.06000137,1.000000
472530.19995117,5370041.18000031,56.97000122,2.000000
472530.73999023,5370040.84999847,57.02999878,2.000000
472531.27001953,5370040.52999878,57.04000092,2.000000
472531.79003906,5370040.20999908,57.04000092,2.000000
472532.31005859,5370039.90999985,56.95000076,2.000000
472532.83996582,5370039.59999847,56.93000031,2.000000
472533.35998535,5370039.27999878,56.93000031,2.000000
472533.88000488,5370038.97000122,56.93999863,2.000000
472534.97998047,5370040.20999908,57.06000137,1.000000
472534.48999023,5370040.50000000,57.11999893,1.000000
472533.98999023,5370040.81000137,57.04999924,2.000000
472533.50000000,5370041.09000015,57.15000153,1.000000
472533.00000000,5370041.40000153,57.11000061,1.000000
472532.52001953,5370041.68999863,57.15999985,1.000000
472532.01000977,5370042.00000000,57.13999939,2.000000
472531.53002930,5370042.27999878,57.24000168,1.000000
472531.05004883,5370042.56999969,57.24000168,1.000000
472530.55004883,5370042.86999893,57.25000000,2.000000
472530.06005859,5370043.16999817,57.22000122,2.000000
472529.58996582,5370043.43999863,57.33000183,1.000000
472529.08996582,5370043.75000000,57.29000092,2.000000
472528.63000488,5370044.00999832,57.45999908,1.000000
472528.14001465,5370044.31000137,57.41999817,2.000000
472527.68005371,5370044.58000183,57.56999969,1.000000
472527.19995117,5370044.86999893,57.56000137,2.000000
472526.72998047,5370045.13999939,57.72999954,1.000000
472527.02001953,5370045.36999893,57.70000076,2.000000
472527.56005859,5370045.04999924,57.66999817,1.000000
472528.09997559,5370044.74000168,57.54000092,2.000000
472528.63000488,5370044.41999817,57.45999908,2.000000
472529.15002441,5370044.11999893,57.36000061,2.000000
472529.68994141,5370043.79999924,57.31999969,2.000000
472530.20996094,5370043.50000000,57.22999954,2.000000
472530.76000977,5370043.15999985,57.31999969,1.000000
472531.28002930,5370042.86000061,57.22000122,2.000000
472531.80004883,5370042.54000092,57.24000168,2.000000
472532.31994629,5370042.24000168,57.15000153,2.000000
472532.84997559,5370041.91999817,57.18000031,1.000000
472533.33996582,5370041.63000107,57.04000092,2.000000
472533.88000488,5370041.31000137,57.09000015,2.000000
472534.39001465,5370041.00000000,57.04000092,2.000000
472534.91003418,5370040.68999863,57.08000183,1.000000
472536.02001953,5370041.88999939,57.06999969,2.000000
472535.55004883,5370042.15000153,57.25999832,1.000000
472535.04003906,5370042.45999908,57.25000000,2.000000
472534.55004883,5370042.75000000,57.31999969,1.000000
472534.05004883,5370043.04999924,57.31000137,2.000000
472533.56005859,5370043.34999847,57.38000107,1.000000
472533.05004883,5370043.65999985,57.31999969,2.000000
472532.56005859,5370043.95000076,57.43000031,2.000000
472532.05004883,5370044.25000000,57.41999817,2.000000
472531.56994629,5370044.52999878,57.56999969,2.000000
472531.07995605,5370044.81999969,57.63000107,2.000000
472530.58996582,5370045.09999847,57.75000000,1.000000
472530.08996582,5370045.40999985,57.68999863,2.000000
472529.60998535,5370045.68999863,57.83000183,1.000000
472529.11999512,5370045.99000168,57.84999847,1.000000
472528.64001465,5370046.25999832,57.97000122,1.000000
472528.14001465,5370046.56999969,57.93000031,2.000000
472527.93994141,5370047.08000183,58.11000061,1.000000
472528.46997070,5370046.77000046,58.02999878,1.000000
472528.97998047,5370046.47000122,57.88999939,2.000000
472529.53002930,5370046.13999939,57.93000031,1.000000
472530.05004883,5370045.84000015,57.77000046,2.000000
472530.57995605,5370045.52000046,57.77999878,2.000000
472531.11999512,5370045.20000076,57.74000168,2.000000
472531.65002441,5370044.88999939,57.68999863,2.000000
472532.16003418,5370044.59999847,57.47999954,2.000000
